brand_key,campaign_key,group_key,year,month,impressions,reach,clicks,sales,family,budget,cost,contribution,_merge,matched
lanco,6189516 011868,CRM,2023,11,0.0,53999.0,4409.0,3061419.0,,,,,left_only,False
lanco,6ird ndmc,CRM,2024,8,0.0,50177.0,264.0,3373752.0,,,,,left_only,False
lanco,9 d9ityry,CRM,2025,6,0.0,101332.0,234.0,6060196.0,,,,,left_only,False
lanco,a7dxgvwxx,CRM,2025,5,0.0,2984.0,0.0,315801.0,,,,,left_only,False
lanco,ahodzmmbf,CRM,2025,8,0.0,53999.0,221.0,2496179.0,,,,,left_only,False
lanco,always on,Retail Display,2025,4,375473.0,0.0,688.0,0.0,,,,,left_only,False
lanco,always on,Retail Display,2025,5,293831.0,0.0,483.0,0.0,,,,,left_only,False
lanco,always on,Retail Display,2025,6,361746.0,0.0,808.0,0.0,,,,,left_only,False
lanco,always on,Retail Display,2025,7,342712.0,0.0,435.0,0.0,,,,,left_only,False
lanco,ao0hykjrg,CRM,2024,10,0.0,1083.0,0.0,301689.0,,,,,left_only,False
lanco,aon,Retail Display,2025,8,268679.0,0.0,287.0,0.0,,,,,left_only,False
lanco,aon,Retail Display,2025,9,463011.0,0.0,964.0,0.0,,,,,left_only,False
lanco,aon,Retail Display,2025,10,222454.0,0.0,238.0,0.0,,,,,left_only,False
lanco,aon,Retail Display,2025,11,413222.0,0.0,517.0,0.0,,,,,left_only,False
lanco,aon lanco 2026,Retail Display,2026,1,115437.0,0.0,96.0,0.0,PINTURA Y ACCESORIOS,1800000.0,240000.0,1560000.0,both,True
lanco,aon marzo lanco 2026,CRM,2026,3,0.0,45153.0,0.0,5224131.0,PINTURA Y ACCESORIOS,1500000.0,0.0,1500000.0,both,True
lanco,aon marzo lanco 2026,Retail Display,2026,3,115404.0,0.0,70.0,0.0,PINTURA Y ACCESORIOS,1800000.0,240000.0,1560000.0,both,True
lanco,bapbxtswm,CRM,2024,3,0.0,101942.0,220.0,8858314.0,,,,,left_only,False
lanco,bienvenida primavera,Retail Display,2024,8,40082.0,0.0,48.0,0.0,,,,,left_only,False
lanco,bienvenida primavera,Retail Display,2024,9,426854.0,0.0,628.0,0.0,,,,,left_only,False
lanco,bienvenida primavera,Retail Display,2024,10,493351.0,0.0,588.0,0.0,,,,,left_only,False
lanco,bienvenida primavera2,Retail Display,2024,9,747360.0,0.0,1091.0,0.0,,,,,left_only,False
lanco,dql6rhasb,CRM,2025,9,0.0,101302.0,529.0,7436328.0,,,,,left_only,False
lanco,duelo leyendas,Meta,2024,11,830054.0,0.0,21073.0,0.0,,,,,left_only,False
lanco,duelo leyendas,Meta,2024,12,57098.0,0.0,996.0,0.0,,,,,left_only,False
lanco,duelo leyendas,Retail Display,2024,11,482573.0,0.0,568.0,0.0,,,,,left_only,False
lanco,duelo leyendas,Retail Display,2024,12,14137.0,0.0,20.0,0.0,,,,,left_only,False
lanco,fbymihkhw,CRM,2024,10,0.0,1109238.0,25007.0,58414986.0,,,,,left_only,False
lanco,gkvtmbzog,CRM,2025,2,0.0,2010.0,0.0,98020.0,,,,,left_only,False
lanco,ja30ngamq,CRM,2024,11,0.0,101314.0,585.0,18364586.0,,,,,left_only,False
lanco,ji7pkbhis,CRM,2024,12,0.0,102220.0,398.0,8462706.0,,,,,left_only,False
lanco,l7pqojdkr,CRM,2025,9,0.0,54024.0,216.0,3244278.0,,,,,left_only,False
lanco,ll lsulxe,CRM,2024,3,0.0,53355.0,3738.0,7672993.0,,,,,left_only,False
lanco,lnmes7raj,CRM,2025,5,0.0,53943.0,307.0,2940660.0,,,,,left_only,False
lanco,lr38rweyx,CRM,2025,9,0.0,3013.0,0.0,166100.0,,,,,left_only,False
lanco,mdk 26ewg,CRM,2024,8,0.0,1049.0,0.0,395676.0,,,,,left_only,False
lanco,muyphph z,CRM,2025,1,0.0,53985.0,640.0,6896527.0,,,,,left_only,False
lanco,nb9vxu8lo,CRM,2025,7,0.0,30061.0,261.0,2938470.0,,,,,left_only,False
lanco,ockoz1kqz,CRM,2025,1,0.0,101181.0,442.0,6235684.0,,,,,left_only,False
lanco,og4mbhnsj,CRM,2024,3,0.0,1103951.0,37079.0,56679312.0,,,,,left_only,False
lanco,orf56svpm,CRM,2025,1,0.0,102341.0,465.0,19995706.0,,,,,left_only,False
lanco,pfiddmmgy,CRM,2025,2,0.0,54061.0,696.0,6738215.0,,,,,left_only,False
lanco,ph9joblno,CRM,2024,9,0.0,54122.0,2332.0,7156674.0,,,,,left_only,False
lanco,psfgzzt95,CRM,2025,4,0.0,101374.0,506.0,9219382.0,,,,,left_only,False
lanco,qfjqxkfuq,CRM,2025,9,0.0,30011.0,148.0,12217801.0,,,,,left_only,False
lanco,qr7vqymqt,CRM,2024,11,0.0,101390.0,488.0,18428402.0,,,,,left_only,False
lanco,qt6bdfwwm,CRM,2024,3,0.0,101382.0,143.0,19205617.0,,,,,left_only,False
lanco,r g3ftmbz,CRM,2024,9,0.0,1076.0,0.0,594417.0,,,,,left_only,False
lanco,rhv2mumfw,CRM,2024,8,0.0,1073.0,0.0,657578.0,,,,,left_only,False
lanco,s zw4nuxh,CRM,2025,2,0.0,54106.0,494.0,3853741.0,,,,,left_only,False
lanco,s12bjntj4,CRM,2024,10,0.0,1074.0,0.0,300556.0,,,,,left_only,False
lanco,s814kyplr,CRM,2025,8,0.0,101306.0,265.0,2421610.0,,,,,left_only,False
lanco,suqrsiv0b,CRM,2025,7,0.0,53954.0,237.0,2601640.0,,,,,left_only,False
lanco,t1cewmare,CRM,2024,2,0.0,101196.0,982.0,15010622.0,,,,,left_only,False
lanco,tactica,Meta,2025,3,208986.0,0.0,4313.0,0.0,,,,,left_only,False
lanco,tizibg1zb,CRM,2025,8,0.0,101320.0,293.0,5302939.0,,,,,left_only,False
lanco,tms7mf0ck,CRM,2024,3,0.0,101342.0,293.0,9043598.0,,,,,left_only,False
lanco,uo2khokun,CRM,2025,5,0.0,101352.0,431.0,10733710.0,,,,,left_only,False
lanco,verano,Retail Display,2024,12,980644.0,0.0,985.0,0.0,,,,,left_only,False
lanco,verano,Retail Display,2025,1,491144.0,0.0,510.0,0.0,,,,,left_only,False
lanco,verano,Retail Display,2025,2,202347.0,0.0,159.0,0.0,,,,,left_only,False
lanco,verano,Retail Display,2025,3,281446.0,0.0,353.0,0.0,,,,,left_only,False
lanco,vwy4lqp58,CRM,2025,7,0.0,101229.0,363.0,8606191.0,,,,,left_only,False
lanco,w2oxlrn2t,CRM,2024,9,0.0,101313.0,317.0,8809036.0,,,,,left_only,False
lanco,w7qlfmwis,CRM,2025,8,0.0,101290.0,221.0,4352660.0,,,,,left_only,False
lanco,wgwj5ze3,CRM,2024,11,0.0,53950.0,2104.0,13482433.0,,,,,left_only,False
lanco,wmvj7qvcp,CRM,2024,9,0.0,1096.0,0.0,263983.0,,,,,left_only,False
lanco,wzm6trfwz,CRM,2025,9,0.0,101175.0,663.0,6325752.0,,,,,left_only,False
lanco,yjsdauw6t,CRM,2024,3,0.0,101636.0,237.0,3435285.0,,,,,left_only,False
lanco,ysa8und70,CRM,2025,3,0.0,54088.0,441.0,0.0,,,,,left_only,False
lanco,z2stlvh7a,CRM,2024,9,0.0,101294.0,221.0,6175608.0,,,,,left_only,False
lanco,zm uozijw,CRM,2024,12,0.0,102247.0,329.0,11716652.0,,,,,left_only,False
ledzone,6189516 008630,CRM,2023,3,0.0,80965.0,68.0,316720.0,,,,,left_only,False
leifheit,dziclvaze,CRM,2024,4,0.0,2.0,0.0,29980.0,,,,,left_only,False
leifheit,fgdtybdsp,CRM,2024,7,0.0,53933.0,2472.0,122919.0,,,,,left_only,False
leifheit,jbtuqb0cq,CRM,2024,4,0.0,3.0,0.0,33460.0,,,,,left_only,False
lg,6189516 009133,CRM,2023,4,0.0,35408.0,27.0,1245960.0,,,,,left_only,False
lg,6189516 009138,CRM,2023,4,0.0,72035.0,73.0,3206710.0,,,,,left_only,False
lg,6189516 009405,CRM,2023,5,0.0,105259.0,111.0,4294860.0,,,,,left_only,False
lg,6189516 009526,CRM,2023,5,0.0,105343.0,194.0,4016944.0,,,,,left_only,False
lg,ae3ysswl2,CRM,2025,10,0.0,106271.0,449.0,4125900.0,,,,,left_only,False
lg,aon febrero lg 2026,Meta,2026,2,382277.0,0.0,14828.0,159990.0,,,,,left_only,False
lg,aon febrero lg 2026,Meta,2026,3,53876.0,0.0,1685.0,0.0,,,,,left_only,False
lg,aon febrero lg 2026,Sponsored Products,2026,2,131790.0,0.0,3098.0,20849420.0,ELECTROHOGAR,700000.0,576800.0,123200.0,both,True
lg,black week,Retail Display,2025,3,48546.0,0.0,234.0,0.0,,,,,left_only,False
lg,black week,Retail Display,2025,4,141769.0,0.0,257.0,0.0,,,,,left_only,False
lg,brony1h9k,CRM,2024,5,0.0,101231.0,394.0,9075637.0,,,,,left_only,False
lg,co brand,Google,2024,8,101978.0,0.0,1298.0,1404040.0,,,,,left_only,False
lg,co brand,Google,2024,9,79269.0,0.0,868.0,797738.0,,,,,left_only,False
lg,co brand,Google,2026,2,227044.0,0.0,4145.0,12091050.0,,,,,left_only,False
lg,cyber monday,Retail Display,2025,10,154562.0,0.0,378.0,0.0,,,,,left_only,False
lg,dcjc7w2ce,CRM,2025,10,0.0,106237.0,265.0,15373277.0,,,,,left_only,False
lg,js6vw17tw,CRM,2024,4,0.0,101343.0,376.0,7098811.0,,,,,left_only,False
lg,jvlsmt3xt,CRM,2024,6,0.0,106194.0,258.0,4540783.0,,,,,left_only,False
lg,no 39yctx,CRM,2025,4,0.0,101444.0,305.0,8114137.0,,,,,left_only,False
lg,ojxzdlihs,CRM,2024,8,0.0,101244.0,445.0,6162315.0,,,,,left_only,False
lg,semana marca,Retail Display,2024,8,557761.0,0.0,1362.0,0.0,,,,,left_only,False
lg,tactico lg 2026,CRM,2026,1,0.0,202646.0,1238.0,31449246.0,ELECTROHOGAR,1500000.0,55172.0,1444828.0,both,True
lg,x,CRM,2024,10,0.0,212355.0,522.0,21576032.0,,,,,left_only,False
libero,,CRM,2026,1,0.0,246.0,0.0,8462646.0,,,,,left_only,False
libero,,CRM,2026,2,0.0,470.0,0.0,11202791.0,,,,,left_only,False
libero,,CRM,2026,3,0.0,345.0,0.0,7362598.0,,,,,left_only,False
libero,,CRM,2026,4,0.0,471.0,0.0,5119741.0,,,,,left_only,False
libero,,CRM,2026,5,0.0,254.0,0.0,2839870.0,,,,,left_only,False
libero,5jlgdhnhc,CRM,2025,6,0.0,4.0,4.0,862474.0,,,,,left_only,False
libero,8tazoaumh,CRM,2025,8,0.0,6.0,0.0,1213364.0,,,,,left_only,False
libero,9a9j0tmfv,CRM,2024,11,0.0,22.0,1.0,3712429.0,,,,,left_only,False
libero,aon febrero 2026,Sponsored Products,2026,2,0.0,0.0,0.0,129990.0,,,,,left_only,False
libero,aon libero febrero,Sponsored Products,2026,2,93885.0,0.0,3299.0,13944130.0,ELECTROHOGAR,400000.0,329600.0,70400.0,both,True
libero,aon libero ventus 2026,CRM,2026,1,0.0,4389.0,0.0,4279700.0,ELECTROHOGAR,2100000.0,0.0,2100000.0,both,True
libero,aon libero ventus 2026,CRM,2026,2,0.0,12891.0,0.0,10094330.0,ELECTROHOGAR,2100000.0,0.0,2100000.0,both,True
libero,aon libero ventus 2026,CRM,2026,3,0.0,11348.0,0.0,9824413.0,ELECTROHOGAR,2100000.0,0.0,2100000.0,both,True
libero,aon libero ventus 2026,CRM,2026,4,0.0,16724.0,0.0,8849561.0,,,,,left_only,False
libero,aon libero ventus 2026,CRM,2026,5,0.0,10057.0,0.0,4029820.0,,,,,left_only,False
libero,aon marzo libero 2026,Sponsored Products,2026,3,62720.0,0.0,1738.0,8064510.0,ELECTROHOGAR,300000.0,247200.0,52800.0,both,True
libero,aon marzo ventus 2026,Sponsored Products,2026,3,0.0,0.0,0.0,449970.0,,,,,left_only,False
libero,bfpe4pur2,CRM,2025,2,0.0,15.0,20.0,3619850.0,,,,,left_only,False
libero,black week,Sponsored Products,2026,3,177416.0,0.0,5191.0,25253580.0,,,,,left_only,False
libero,ceo9bwx3w,CRM,2025,6,0.0,12.0,0.0,2324867.0,,,,,left_only,False
libero,hlfvv6kzk,CRM,2025,3,0.0,6.0,0.0,1409930.0,,,,,left_only,False
libero,hswcmvaaz,CRM,2025,5,0.0,9.0,0.0,2499880.0,,,,,left_only,False
libero,hu0ajearn,CRM,2025,7,0.0,6.0,0.0,1040660.0,,,,,left_only,False
libero,lxvtxjgtk,CRM,2025,4,0.0,9.0,2.0,1634810.0,,,,,left_only,False
libero,m7z6z1qku,CRM,2024,3,0.0,101691.0,646.0,319980.0,,,,,left_only,False
libero,mbccwpzp9,CRM,2025,6,0.0,9.0,0.0,1514910.0,,,,,left_only,False
libero,mberh739l,CRM,2025,10,0.0,6.0,0.0,959940.0,,,,,left_only,False
libero,meiyoqgwe,CRM,2025,1,0.0,11.0,1.0,3693302.0,,,,,left_only,False
libero,nbj54xxuz,CRM,2024,12,0.0,6.0,0.0,1209920.0,,,,,left_only,False
libero,vejvn2btz,CRM,2025,10,0.0,15883.0,171.0,414217.0,,,,,left_only,False
libero,x,CRM,2024,10,0.0,53237.0,1007.0,1189960.0,,,,,left_only,False
lizcal,6189516 007695,CRM,2023,1,0.0,101551.0,348.0,6640017.0,,,,,left_only,False
lizcal,ccvglwlbh,CRM,2025,9,0.0,101405.0,417.0,5533708.0,,,,,left_only,False
lizcal,j7tydywqn,CRM,2025,8,0.0,53942.0,246.0,1778060.0,,,,,left_only,False
lizcal,khjjx3alr,CRM,2025,8,0.0,101159.0,363.0,4744458.0,,,,,left_only,False
loctite,44fcnwlrw,CRM,2024,8,0.0,118.0,0.0,785705.0,,,,,left_only,False
loctite,7yklawwib,CRM,2024,9,0.0,79.0,0.0,530291.0,,,,,left_only,False
loctite,bnqp1n74t,CRM,2025,6,0.0,26.0,1.0,155971.0,,,,,left_only,False
loctite,bpgssdkja,CRM,2024,7,0.0,89.0,0.0,574459.0,,,,,left_only,False
loctite,cm7i2xrxn,CRM,2024,8,0.0,108.0,1.0,741148.0,,,,,left_only,False
loctite,fdnix oqj,CRM,2024,8,0.0,104.0,0.0,675522.0,,,,,left_only,False
loctite,iaqfavmfa,CRM,2024,8,0.0,9.0,1.0,57213.0,,,,,left_only,False
loctite,rudhzzwa1,CRM,2025,6,0.0,3106.0,3.0,20070.0,,,,,left_only,False
loctite,yyqjvqykg,CRM,2025,5,0.0,5.0,0.0,43640.0,,,,,left_only,False
los robles thomas,aon thomas lb,Retail Display,2026,5,207588.0,0.0,194.0,0.0,,,,,left_only,False
lysoform,bnqa1ffim,CRM,2025,2,0.0,102006.0,500.0,290548.0,,,,,left_only,False
lysoform,dziclvaze,CRM,2024,4,0.0,7.0,0.0,35378.0,,,,,left_only,False
lysoform,jbtuqb0cq,CRM,2024,4,0.0,7.0,0.0,41299.0,,,,,left_only,False
lysoform,mbccwpzp9,CRM,2025,7,0.0,3.0,0.0,9044.0,,,,,left_only,False
lysoform,pets,Retail Display,2025,8,82209.0,0.0,176.0,0.0,,,,,left_only,False
lysoform,qlglgyfjm,CRM,2025,7,0.0,81.0,0.0,424155.0,,,,,left_only,False
lysoform,tg5yhxjky,CRM,2025,7,0.0,33.0,0.0,146663.0,,,,,left_only,False
lysoform,xbdvs4tpp,CRM,2025,8,0.0,49.0,0.0,246075.0,,,,,left_only,False
lysoform pets,regalones de la casa,Retail Display,2025,6,107545.0,0.0,147.0,0.0,,,,,left_only,False
lysoform pets,regalones de la casa,Retail Display,2025,7,119516.0,0.0,198.0,0.0,,,,,left_only,False
lysoform pets,regalones de la casa,Retail Display,2025,8,14487.0,0.0,20.0,0.0,,,,,left_only,False
lysol,5dwgcygcl,CRM,2025,6,0.0,2.0,0.0,9980.0,,,,,left_only,False
lysol,zjwoxqrfi,CRM,2025,4,0.0,7.0,0.0,31828.0,,,,,left_only,False
mabe,0bsxq1m f,CRM,2024,6,0.0,104538.0,216.0,3441800.0,,,,,left_only,False
mabe,134ok6v0l,CRM,2024,9,0.0,54003.0,2163.0,2133119.0,,,,,left_only,False
mabe,3vecu8xdz,CRM,2024,11,0.0,54019.0,1920.0,739980.0,,,,,left_only,False
mabe,7uxhgt7qv,CRM,2025,2,0.0,53868.0,583.0,1620900.0,,,,,left_only,False
mabe,always on,Retail Display,2025,3,171770.0,0.0,292.0,0.0,,,,,left_only,False
mabe,auk4s6 i5,CRM,2024,3,0.0,42810.0,3009.0,3569790.0,,,,,left_only,False
mabe,black friday,Retail Display,2024,11,178636.0,0.0,980.0,0.0,,,,,left_only,False
mabe,black friday,Retail Display,2024,12,222450.0,0.0,952.0,0.0,,,,,left_only,False
mabe,black week,Retail Display,2025,3,43631.0,0.0,185.0,0.0,,,,,left_only,False
mabe,black week,Retail Display,2025,4,103415.0,0.0,309.0,0.0,,,,,left_only,False
mabe,clfm7hwvq,CRM,2024,8,0.0,37.0,2.0,7214309.0,,,,,left_only,False
mabe,cyber day,Retail Display,2024,6,298336.0,0.0,1258.0,0.0,,,,,left_only,False
mabe,cyber day,Retail Display,2025,6,92012.0,0.0,297.0,0.0,,,,,left_only,False
mabe,fgxvz8x0y,CRM,2024,2,0.0,54033.0,3101.0,1219920.0,,,,,left_only,False
mabe,gtto5zbk9,CRM,2024,8,0.0,12.0,0.0,2239870.0,,,,,left_only,False
mabe,hrlynsutq,CRM,2024,6,0.0,33169.0,2623.0,16540154.0,,,,,left_only,False
mabe,lajhqkdz,CRM,2025,1,0.0,102200.0,443.0,3462365.0,,,,,left_only,False
mabe,lbig77gpt,CRM,2024,3,0.0,101171.0,441.0,3438285.0,,,,,left_only,False
mabe,mekulfoky,CRM,2024,8,0.0,101030.0,767.0,3192790.0,,,,,left_only,False
mabe,nruu1bqmb,CRM,2024,8,0.0,27787.0,2082.0,3394255.0,,,,,left_only,False
mabe,o96orkgoi,CRM,2024,2,0.0,101182.0,364.0,3387820.0,,,,,left_only,False
mabe,odbhs3sov,CRM,2025,3,0.0,102097.0,392.0,5844730.0,,,,,left_only,False
mabe,ok2oxe2dc,CRM,2024,4,0.0,100778.0,295.0,6414680.0,,,,,left_only,False
mabe,ovvist16d,CRM,2024,12,0.0,53979.0,1815.0,1657402.0,,,,,left_only,False
mabe,pja0xzn9s,CRM,2024,8,0.0,10.0,1.0,1839279.0,,,,,left_only,False
mabe,pubja31b8,CRM,2024,11,0.0,101288.0,447.0,3879320.0,,,,,left_only,False
mabe,rknac5hk8,CRM,2024,6,0.0,104296.0,293.0,12016730.0,,,,,left_only,False
mabe,tactica,Retail Display,2025,4,114616.0,0.0,381.0,0.0,,,,,left_only,False
mabe,v2nrfyeze,CRM,2024,12,0.0,53947.0,1783.0,3284860.0,,,,,left_only,False
mabe,wzel1efh0,CRM,2024,1,0.0,50635.0,4823.0,1580552.0,,,,,left_only,False
mabe,x,CRM,2024,9,0.0,105500.0,258.0,3734321.0,,,,,left_only,False
mabe,x,CRM,2024,10,0.0,160150.0,1574.0,10499427.0,,,,,left_only,False
mabe,yao3ni7ct,CRM,2024,10,0.0,45104.0,1805.0,2111203.0,,,,,left_only,False
mabe,ylvayxjq2,CRM,2025,4,0.0,54028.0,367.0,5320794.0,,,,,left_only,False
madeco,6189516 011779,CRM,2023,11,0.0,101379.0,355.0,10549054.0,,,,,left_only,False
madeco,6189516 012185,CRM,2023,12,0.0,101276.0,303.0,7637122.0,,,,,left_only,False
madeco,dfvo9f ra,CRM,2024,11,0.0,101349.0,418.0,15760590.0,,,,,left_only,False
madeco,xh7jn75fh,CRM,2023,12,0.0,95586.0,301.0,7223423.0,,,,,left_only,False
mademsa,,CRM,2025,5,0.0,221.0,0.0,5934630.0,,,,,left_only,False
mademsa,,CRM,2025,6,0.0,2198.0,0.0,38225203.0,,,,,left_only,False
mademsa,,CRM,2025,7,0.0,854.0,0.0,11085032.0,,,,,left_only,False
mademsa,1adpdsaru,CRM,2025,6,0.0,22256.0,307.0,20064395.0,,,,,left_only,False
mademsa,2pa4aj6if,CRM,2024,6,0.0,54086.0,2555.0,15883406.0,,,,,left_only,False
mademsa,2xbd6rd 7,CRM,2024,7,0.0,101253.0,218.0,20240178.0,,,,,left_only,False
mademsa,3hutdwkwm,CRM,2025,11,0.0,53.0,1.0,6210745.0,,,,,left_only,False
mademsa,4i30fhsf1,CRM,2025,9,0.0,25.0,0.0,4691951.0,,,,,left_only,False
mademsa,4ixvpznjd,CRM,2025,6,0.0,75.0,1.0,10201312.0,,,,,left_only,False
mademsa,4ofehhs1q,CRM,2024,8,0.0,100042.0,323.0,18820671.0,,,,,left_only,False
mademsa,4x3yai3av,CRM,2025,9,0.0,183.0,2.0,27734552.0,,,,,left_only,False
mademsa,5hbwhifhx,CRM,2025,9,0.0,64.0,7.0,11519710.0,,,,,left_only,False
mademsa,6189516 007684,CRM,2023,1,0.0,101195.0,157.0,6405710.0,,,,,left_only,False
mademsa,6189516 007809,CRM,2023,1,0.0,100696.0,166.0,6113695.0,,,,,left_only,False
mademsa,6189516 008276,CRM,2023,2,0.0,101465.0,268.0,5909710.0,,,,,left_only,False
mademsa,6189516 008460,CRM,2023,3,0.0,51225.0,85.0,4520060.0,,,,,left_only,False
mademsa,6189516 008461,CRM,2023,3,0.0,51279.0,64.0,1689920.0,,,,,left_only,False
mademsa,6189516 008700,CRM,2023,3,0.0,100882.0,217.0,6380350.0,,,,,left_only,False
mademsa,6189516 009099,CRM,2023,4,0.0,52551.0,64.0,11603862.0,,,,,left_only,False
mademsa,6189516 009100,CRM,2023,4,0.0,50359.0,79.0,7790156.0,,,,,left_only,False
mademsa,6189516 009392,CRM,2023,5,0.0,105299.0,292.0,23883045.0,,,,,left_only,False
mademsa,6189516 009506,CRM,2023,5,0.0,101222.0,131.0,8074113.0,,,,,left_only,False
mademsa,6189516 010596,CRM,2023,8,0.0,101172.0,91.0,11916218.0,,,,,left_only,False
mademsa,6189516 010722,CRM,2023,8,0.0,10790.0,0.0,0.0,,,,,left_only,False
mademsa,6189516 010752,CRM,2023,8,0.0,101934.0,157.0,10885341.0,,,,,left_only,False
mademsa,6189516 011137,CRM,2023,10,0.0,105140.0,526.0,21694958.0,,,,,left_only,False
mademsa,6189516 011243,CRM,2023,10,0.0,85714.0,316.0,11378291.0,,,,,left_only,False
mademsa,6189516 011303,CRM,2023,10,0.0,51344.0,3892.0,8182570.0,,,,,left_only,False
mademsa,6189516 011605,CRM,2023,10,0.0,54017.0,4250.0,9680624.0,,,,,left_only,False
mademsa,6189516 011740,CRM,2023,11,0.0,101027.0,259.0,5792958.0,,,,,left_only,False
mademsa,6189516 011943,CRM,2023,11,0.0,101298.0,336.0,14633713.0,,,,,left_only,False
mademsa,6189516 011971,CRM,2023,11,0.0,986783.0,58091.0,106639938.0,,,,,left_only,False
mademsa,8scgpiyf0,CRM,2024,6,0.0,50632.0,2071.0,11638830.0,,,,,left_only,False
mademsa,8srvtevbl,CRM,2024,6,0.0,173.0,173.0,28896123.0,,,,,left_only,False
mademsa,8vb4ewtf4,CRM,2024,8,0.0,38.0,2.0,14450834.0,,,,,left_only,False
mademsa,9miosrsy3,CRM,2025,2,0.0,156.0,0.0,31364960.0,,,,,left_only,False
mademsa,9x3c5rlwp,CRM,2025,5,0.0,62.0,0.0,12122681.0,,,,,left_only,False
mademsa,aon electrolux 2025,CRM,2025,12,0.0,262.0,5.0,36639431.0,,,,,left_only,False
mademsa,aon febrero electrolux byc 2026,Sponsored Products,2026,2,31686.0,0.0,1110.0,7168560.0,,,,,left_only,False
mademsa,aon febrero electrolux lb 2026,Sponsored Products,2026,2,0.0,0.0,0.0,1453940.0,,,,,left_only,False
mademsa,aon febrero mademsa lb 2026,Sponsored Products,2026,2,77049.0,0.0,2768.0,13408180.0,,,,,left_only,False
mademsa,aon marzo electrolux lb 2026,Sponsored Products,2026,3,0.0,0.0,0.0,5749760.0,,,,,left_only,False
mademsa,aon marzo mademsa lb 2026,Sponsored Products,2026,3,145953.0,0.0,4126.0,31343490.0,ELECTROHOGAR,700000.0,576800.0,123200.0,both,True
mademsa,aon marzo mademsaelectrolux sda 2026,Sponsored Products,2026,3,46339.0,0.0,1401.0,11344230.0,,,,,left_only,False
mademsa,bdttizhlx,CRM,2024,7,0.0,1123887.0,29345.0,131349207.0,,,,,left_only,False
mademsa,bftwht1sg,CRM,2025,8,0.0,36.0,0.0,4574004.0,,,,,left_only,False
mademsa,bkhgvr0wj,CRM,2024,6,0.0,100.0,4.0,14930661.0,,,,,left_only,False
mademsa,black friday,Retail Display,2025,11,232273.0,0.0,662.0,0.0,,,,,left_only,False
mademsa,black friday,Retail Display,2025,12,18563.0,0.0,35.0,0.0,,,,,left_only,False
mademsa,black marzo electrolux 2026,CRM,2026,3,0.0,159.0,6.0,27248023.0,,,,,left_only,False
mademsa,black marzo electrolux 2026,CRM,2026,4,0.0,374.0,1.0,61883627.0,,,,,left_only,False
mademsa,black week,Sponsored Products,2026,3,115398.0,0.0,4590.0,30256970.0,,,,,left_only,False
mademsa,bw96z5e a,CRM,2025,7,0.0,55.0,0.0,8174238.0,,,,,left_only,False
mademsa,c8qusepzl,CRM,2024,3,0.0,45902.0,3318.0,15227420.0,,,,,left_only,False
mademsa,clfm7hwvq,CRM,2024,8,0.0,145.0,3.0,25545716.0,,,,,left_only,False
mademsa,cnl42s71w,CRM,2024,6,0.0,1123676.0,28340.0,115528671.0,,,,,left_only,False
mademsa,cqstpwe7a,CRM,2024,7,0.0,100431.0,308.0,12190288.0,,,,,left_only,False
mademsa,cr5m59fec,CRM,2024,8,0.0,54045.0,2112.0,7466085.0,,,,,left_only,False
mademsa,d7isfyfpv,CRM,2024,4,0.0,45.0,0.0,8651769.0,,,,,left_only,False
mademsa,debc0vaag,CRM,2025,4,0.0,100.0,0.0,19122975.0,,,,,left_only,False
mademsa,dp9xkmlot,CRM,2024,2,0.0,1126489.0,44553.0,121669684.0,,,,,left_only,False
mademsa,dpzprtzsd,CRM,2024,6,0.0,30285.0,1794.0,6923490.0,,,,,left_only,False
mademsa,dukqrezxm,CRM,2025,11,0.0,61.0,3.0,9317540.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2024,8,93307.0,0.0,2191.0,2307880.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2024,9,120114.0,0.0,1122.0,4479290.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2024,10,271175.0,0.0,3739.0,9564600.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2024,11,148925.0,0.0,2317.0,6498240.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2024,12,325711.0,0.0,5648.0,15321452.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,1,255002.0,0.0,5044.0,11370190.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,2,323411.0,0.0,5637.0,15603640.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,3,174282.0,0.0,2509.0,3343178.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,4,364663.0,0.0,5924.0,14279680.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,5,191371.0,0.0,2491.0,6037090.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,6,578569.0,0.0,10355.0,10170390.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,7,216316.0,0.0,3368.0,3609610.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,8,58944.0,0.0,942.0,1098910.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,10,251738.0,0.0,4206.0,11580096.0,,,,,left_only,False
mademsa,fensa mademsa,Google,2025,11,216159.0,0.0,4510.0,8724817.0,,,,,left_only,False
mademsa,fifuv5w7w,CRM,2025,1,0.0,150.0,1.0,21326175.0,,,,,left_only,False
