brand_key,campaign_key,group_key,year,month,impressions,reach,clicks,sales,family,budget,cost,contribution,_merge,matched
behnkehome,cyber monday,Retail Display,2024,10,228227.0,0.0,543.0,0.0,,,,,left_only,False
belsogno,6189516 012295,CRM,2023,12,0.0,53929.0,3728.0,390930.0,,,,,left_only,False
belsogno,aon febrero 2026,Sponsored Products,2026,2,0.0,0.0,0.0,199990.0,,,,,left_only,False
belsogno,aon febrero muebles 2026,Sponsored Products,2026,2,0.0,0.0,0.0,399980.0,,,,,left_only,False
belsogno,aon marzo 2026,Sponsored Products,2026,3,0.0,0.0,0.0,58690.0,,,,,left_only,False
belsogno,black week,Sponsored Products,2026,3,0.0,0.0,0.0,129980.0,,,,,left_only,False
beox,cyber monday,Meta,2025,10,69892.0,0.0,1181.0,0.0,,,,,left_only,False
beox,cyber monday,Retail Display,2025,10,108717.0,0.0,198.0,0.0,,,,,left_only,False
beox,hnytxsxjp,CRM,2025,10,0.0,106293.0,231.0,5990.0,,,,,left_only,False
beox,qgqueumod,CRM,2025,10,0.0,106142.0,65.0,0.0,,,,,left_only,False
bertex,cyber day,Retail Display,2024,6,294669.0,0.0,1225.0,0.0,,,,,left_only,False
bil jac,black week,Sponsored Products,2026,3,10108.0,0.0,27.0,9381.0,,,,,left_only,False
bil jac,ofnyhn00c,CRM,2024,7,0.0,6.0,0.0,38250.0,,,,,left_only,False
bio bio,6189516 008920,CRM,2023,4,0.0,53857.0,8848.0,1196763.0,,,,,left_only,False
bio bio,6189516 009070,CRM,2023,4,0.0,60000.0,6818.0,1448661.0,,,,,left_only,False
bio bio,dhf9i6nfd,CRM,2024,12,0.0,18231.0,71.0,1848199.0,,,,,left_only,False
bio piscinas,6189516 012274,CRM,2023,12,0.0,101320.0,141.0,1273040.0,,,,,left_only,False
bio piscinas,6189516 012352,CRM,2023,12,0.0,101250.0,201.0,816952.0,,,,,left_only,False
black decker,,CRM,2025,7,0.0,65.0,0.0,124150.0,,,,,left_only,False
black decker,,CRM,2025,8,0.0,280.0,0.0,1310555.0,,,,,left_only,False
black decker,,CRM,2025,9,0.0,400.0,0.0,2269791.0,,,,,left_only,False
black decker,,CRM,2025,10,0.0,761.0,0.0,2349783.0,,,,,left_only,False
black decker,,CRM,2025,11,0.0,472.0,0.0,3513766.0,,,,,left_only,False
black decker,,CRM,2025,12,0.0,463.0,0.0,1375835.0,,,,,left_only,False
black decker,,CRM,2026,1,0.0,426.0,0.0,868680.0,,,,,left_only,False
black decker,,CRM,2026,2,0.0,361.0,0.0,1982001.0,,,,,left_only,False
black decker,,CRM,2026,3,0.0,477.0,0.0,1519956.0,,,,,left_only,False
black decker,,CRM,2026,4,0.0,802.0,0.0,4440950.0,,,,,left_only,False
black decker,,CRM,2026,5,0.0,484.0,0.0,982148.0,,,,,left_only,False
black decker,2iwm2louf,CRM,2024,8,0.0,96.0,3.0,4434084.0,,,,,left_only,False
black decker,3hdtbjpun,CRM,2024,4,0.0,75.0,7.0,2932886.0,,,,,left_only,False
black decker,3jw60weq3,CRM,2024,6,0.0,113.0,8.0,4671788.0,,,,,left_only,False
black decker,5we3vqee1,CRM,2024,10,0.0,290.0,3.0,10149915.0,,,,,left_only,False
black decker,6189516 008011,CRM,2023,2,0.0,101264.0,158.0,896549.0,,,,,left_only,False
black decker,6189516 008482,CRM,2023,3,0.0,100560.0,122.0,1945680.0,,,,,left_only,False
black decker,6189516 008571,CRM,2023,3,0.0,51526.0,28.0,86160.0,,,,,left_only,False
black decker,6189516 008572,CRM,2023,3,0.0,51535.0,36.0,242140.0,,,,,left_only,False
black decker,6189516 008689,CRM,2023,4,0.0,100936.0,111.0,587607.0,,,,,left_only,False
black decker,6189516 008767,CRM,2023,4,0.0,100677.0,141.0,571420.0,,,,,left_only,False
black decker,6189516 008890,CRM,2023,4,0.0,101122.0,132.0,5452685.0,,,,,left_only,False
black decker,6189516 009157,CRM,2023,5,0.0,102096.0,261.0,3707049.0,,,,,left_only,False
black decker,6189516 009239,CRM,2023,5,0.0,101793.0,172.0,2984552.0,,,,,left_only,False
black decker,6189516 009410,CRM,2023,5,0.0,102148.0,155.0,1350843.0,,,,,left_only,False
black decker,6189516 009516,CRM,2023,5,0.0,105223.0,226.0,4050701.0,,,,,left_only,False
black decker,6189516 009722,CRM,2023,6,0.0,101198.0,122.0,1987518.0,,,,,left_only,False
black decker,6189516 010040,CRM,2023,7,0.0,101245.0,143.0,5121016.0,,,,,left_only,False
black decker,6189516 010136,CRM,2023,7,0.0,101138.0,107.0,1903310.0,,,,,left_only,False
black decker,6189516 010247,CRM,2023,7,0.0,11988.0,0.0,2116100.0,,,,,left_only,False
black decker,6189516 010569,CRM,2023,8,0.0,101233.0,140.0,3913573.0,,,,,left_only,False
black decker,6189516 010700,CRM,2023,8,0.0,101197.0,307.0,6207724.0,,,,,left_only,False
black decker,6189516 011161,CRM,2023,10,0.0,86890.0,209.0,1491612.0,,,,,left_only,False
black decker,6189516 011469,CRM,2023,10,0.0,101210.0,361.0,6546358.0,,,,,left_only,False
black decker,84gcu iwn,CRM,2024,6,0.0,657.0,39.0,28630739.0,,,,,left_only,False
black decker,8gmcikf2v,CRM,2024,7,0.0,41.0,8.0,3637260.0,,,,,left_only,False
black decker,94ml3y6q2,CRM,2024,8,0.0,111.0,2.0,8925292.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,7,0.0,6059.0,0.0,690558.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,8,0.0,19419.0,0.0,2468452.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,9,0.0,22711.0,0.0,4440187.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,10,0.0,36832.0,0.0,6871396.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,11,0.0,23640.0,0.0,6341032.0,,,,,left_only,False
black decker,aon trigger,CRM,2025,12,0.0,21612.0,0.0,5483166.0,,,,,left_only,False
black decker,aon trigger,CRM,2026,1,0.0,16844.0,0.0,2932655.0,,,,,left_only,False
black decker,aon trigger,CRM,2026,2,0.0,15643.0,0.0,3358338.0,HERRAMIENTAS Y MAQUINARIAS,750000.0,0.0,750000.0,both,True
black decker,aon trigger,CRM,2026,3,0.0,21086.0,0.0,3859080.0,HERRAMIENTAS Y MAQUINARIAS,750000.0,0.0,750000.0,both,True
black decker,aon trigger,CRM,2026,4,0.0,25507.0,0.0,3060872.0,HERRAMIENTAS Y MAQUINARIAS,750000.0,0.0,750000.0,both,True
black decker,aon trigger,CRM,2026,5,0.0,17663.0,0.0,1437338.0,HERRAMIENTAS Y MAQUINARIAS,750000.0,0.0,750000.0,both,True
black decker,b8oxmltzx,CRM,2024,9,0.0,101219.0,717.0,8995616.0,,,,,left_only,False
black decker,bgg0qoxuh,CRM,2024,5,0.0,246.0,8.0,10839650.0,,,,,left_only,False
black decker,bkgoghi8n,CRM,2024,12,0.0,102419.0,595.0,7808554.0,,,,,left_only,False
black decker,cyber day,Retail Display,2024,6,251524.0,0.0,1419.0,0.0,,,,,left_only,False
black decker,delhdb08f,CRM,2024,8,0.0,100.0,4.0,8179494.0,,,,,left_only,False
black decker,fdxp4lieu,CRM,2024,12,0.0,223.0,7.0,9006323.0,,,,,left_only,False
black decker,hkwir8tva,CRM,2024,4,0.0,101272.0,1216.0,8378959.0,,,,,left_only,False
black decker,igznwqqlm,CRM,2025,10,0.0,87.0,2.0,2931939.0,,,,,left_only,False
black decker,iyttkq5xe,CRM,2024,7,0.0,40.0,1.0,3171578.0,,,,,left_only,False
black decker,jar66174,CRM,2024,6,0.0,196.0,196.0,8220153.0,,,,,left_only,False
black decker,k6cswmzdn,CRM,2025,10,0.0,106254.0,169.0,1429499.0,,,,,left_only,False
black decker,mqwwjmtxe,CRM,2025,6,0.0,39.0,0.0,1972338.0,,,,,left_only,False
black decker,puv70awa1,CRM,2024,7,0.0,168.0,3.0,7082510.0,,,,,left_only,False
black decker,rv0ldwfsl,CRM,2025,4,0.0,58.0,1.0,3178281.0,,,,,left_only,False
black decker,s4mbmyqe,CRM,2024,6,0.0,85.0,1.0,3947236.0,,,,,left_only,False
black decker,slj5ggg2m,CRM,2025,6,0.0,106186.0,296.0,3750069.0,,,,,left_only,False
black decker,tuximoitq,CRM,2024,4,0.0,101114.0,740.0,5408381.0,,,,,left_only,False
black decker,uyfszoicv,CRM,2024,7,0.0,81609.0,479.0,6497436.0,,,,,left_only,False
black decker,x,CRM,2024,9,0.0,315.0,15.0,11879168.0,,,,,left_only,False
black decker,x,CRM,2024,10,0.0,450.0,15.0,16246856.0,,,,,left_only,False
black decker,xvj9rdtwd,CRM,2024,9,0.0,90.0,7.0,3572683.0,,,,,left_only,False
black decker,xxxxxx,CRM,2024,9,0.0,124.0,3.0,5146534.0,,,,,left_only,False
black decker,ziewzt5gv,CRM,2025,5,0.0,82.0,12.0,3523818.0,,,,,left_only,False
black decker stanley,cyber day,Retail Display,2024,6,201975.0,0.0,906.0,0.0,,,,,left_only,False
black deckers dewalt,tactica,Retail Display,2025,5,105248.0,0.0,336.0,0.0,,,,,left_only,False
black deckers dewalt,tactica,Retail Display,2025,6,90206.0,0.0,339.0,0.0,,,,,left_only,False
black deckers dewalt stanley,black week,Retail Display,2025,3,69628.0,0.0,356.0,0.0,,,,,left_only,False
black deckers dewalt stanley,black week,Retail Display,2025,4,64717.0,0.0,342.0,0.0,,,,,left_only,False
black deckers dewalt stanley,black week,Retail Display,2026,3,115333.0,0.0,185.0,0.0,,,,,left_only,False
black deckers dewalt stanley,black week,Retail Display,2026,4,76990.0,0.0,128.0,0.0,,,,,left_only,False
blanik,aon marzo ventus 2026,Sponsored Products,2026,3,0.0,0.0,0.0,17990.0,,,,,left_only,False
bosca,,Otros,2026,5,53856.0,0.0,62.0,0.0,,,,,left_only,False
bosca,6189516 008188,CRM,2023,2,0.0,101524.0,308.0,4779890.0,,,,,left_only,False
bosca,6189516 008338,CRM,2023,3,0.0,101324.0,194.0,18100320.0,,,,,left_only,False
bosca,6189516 009829,CRM,2023,6,0.0,1126030.0,79989.0,83035587.0,,,,,left_only,False
bosca,6189516 010249,CRM,2023,7,0.0,45005.0,6052.0,5430060.0,,,,,left_only,False
bosca,6189516 010958,CRM,2023,9,0.0,53926.0,5697.0,733690.0,,,,,left_only,False
bosca,ao,Google,2025,5,206715.0,0.0,3174.0,2088723.0,,,,,left_only,False
bosca,ao,Google,2025,6,274798.0,0.0,4908.0,6884800.0,,,,,left_only,False
bosca,ao,Google,2025,7,143727.0,0.0,2485.0,747064.0,,,,,left_only,False
bosca,ao,Google,2025,8,48251.0,0.0,772.0,169990.0,,,,,left_only,False
bosca,aon abril bosca 2026,CRM,2026,4,0.0,462593.0,341.0,79099690.0,ELECTROHOGAR,1550000.0,55172.0,1494828.0,both,True
bosca,aon bosca,Sponsored Products,2026,4,56911.0,0.0,952.0,7319870.0,,,,,left_only,False
bosca,aon febrero 2026,CRM,2026,2,0.0,101154.0,136.0,15947793.0,ELECTROHOGAR,950000.0,76190.0,873810.0,both,True
bosca,aon marzo bosca 2026,CRM,2026,3,0.0,303483.0,501.0,89497788.0,ELECTROHOGAR,950000.0,53333.0,896667.0,both,True
bosca,aon marzo bosca 2026,Retail Display,2026,3,107467.0,0.0,121.0,0.0,ELECTROHOGAR,200000.0,160000.0,40000.0,both,True
bosca,aon marzo bosca 2026,Sponsored Products,2026,3,88052.0,0.0,1805.0,24209560.0,ELECTROHOGAR,500000.0,412000.0,88000.0,both,True
bosca,aon mayo bosca 2026,CRM,2026,5,0.0,465636.0,531.0,67569698.0,ELECTROHOGAR,2340000.0,123076.0,2216924.0,both,True
bosca,b3worb kb,CRM,2025,9,0.0,101386.0,489.0,5755976.0,,,,,left_only,False
bosca,black marzo bosca 2026,CRM,2026,3,0.0,321375.0,0.0,90445827.0,,,,,left_only,False
bosca,black week,Retail Display,2025,3,85425.0,0.0,452.0,0.0,,,,,left_only,False
bosca,black week,Retail Display,2025,4,142147.0,0.0,623.0,0.0,,,,,left_only,False
bosca,calefaccion,Retail Display,2025,4,89484.0,0.0,312.0,0.0,,,,,left_only,False
bosca,calefaccion,Retail Display,2025,6,65101.0,0.0,174.0,0.0,,,,,left_only,False
bosca,calefaccion,Retail Display,2025,7,123271.0,0.0,353.0,0.0,,,,,left_only,False
bosca,cb3ubzrl5,CRM,2024,5,0.0,101252.0,361.0,27610982.0,,,,,left_only,False
bosca,co brand,Retail Display,2024,5,86145.0,0.0,430.0,0.0,,,,,left_only,False
bosca,cyber day,Retail Display,2024,6,200327.0,0.0,1272.0,0.0,,,,,left_only,False
bosca,cyber monday,Retail Display,2024,9,71946.0,0.0,386.0,0.0,,,,,left_only,False
bosca,cyber monday,Retail Display,2024,10,173008.0,0.0,299.0,0.0,,,,,left_only,False
bosca,enxobdrt8,CRM,2024,5,0.0,101306.0,553.0,13705416.0,,,,,left_only,False
bosca,ko2lzizzx,CRM,2025,7,0.0,53944.0,255.0,2927349.0,,,,,left_only,False
bosca,oabnlgw3z,CRM,2025,4,0.0,101294.0,359.0,18670173.0,,,,,left_only,False
bosca,pr3gbvibp,CRM,2025,9,0.0,101402.0,360.0,2428007.0,,,,,left_only,False
bosca,semana parrilla,Retail Display,2025,9,204110.0,0.0,574.0,0.0,,,,,left_only,False
bosca,u9rmlbgqo,CRM,2025,8,0.0,53938.0,222.0,3306838.0,,,,,left_only,False
bosca,uu4neoozc,CRM,2024,4,0.0,101341.0,591.0,19481758.0,,,,,left_only,False
bosca,vkahspunb,CRM,2024,5,0.0,15718.0,1733.0,17365605.0,,,,,left_only,False
bosca,wzw7ef0 q,CRM,2025,7,0.0,30502.0,229.0,3538818.0,,,,,left_only,False
bosca atlantic,calefaccion,Retail Display,2025,5,101218.0,0.0,146.0,0.0,,,,,left_only,False
bosca atlantic,calefaccion,Retail Display,2025,6,15614.0,0.0,21.0,0.0,,,,,left_only,False
bosch,0liw1rkjw,CRM,2025,1,0.0,101249.0,431.0,11422430.0,,,,,left_only,False
bosch,14bzbbrr8,CRM,2025,2,0.0,102058.0,715.0,18332626.0,,,,,left_only,False
bosch,5kawzo19g,CRM,2024,11,0.0,83040.0,326.0,19461379.0,,,,,left_only,False
bosch,6189516 007862,CRM,2023,1,0.0,101257.0,156.0,10539473.0,,,,,left_only,False
bosch,6189516 008327,CRM,2023,3,0.0,101370.0,140.0,13512842.0,,,,,left_only,False
bosch,6189516 008478,CRM,2023,3,0.0,101101.0,165.0,15520486.0,,,,,left_only,False
bosch,6189516 008732,CRM,2023,3,0.0,27755.0,10077.0,12249802.0,,,,,left_only,False
bosch,6189516 008760,CRM,2023,4,0.0,30580.0,0.0,5378958.0,,,,,left_only,False
bosch,6189516 008768,CRM,2023,4,0.0,101180.0,199.0,8004870.0,,,,,left_only,False
bosch,6189516 008792,CRM,2023,4,0.0,53656.0,7806.0,9099047.0,,,,,left_only,False
bosch,6189516 008793,CRM,2023,4,0.0,54019.0,4028.0,3058862.0,,,,,left_only,False
bosch,6189516 009024,CRM,2023,4,0.0,52473.0,162.0,6767922.0,,,,,left_only,False
bosch,6189516 009025,CRM,2023,4,0.0,52356.0,138.0,7091122.0,,,,,left_only,False
bosch,6189516 009075,CRM,2023,4,0.0,45997.0,49.0,0.0,,,,,left_only,False
bosch,6189516 009092,CRM,2023,4,0.0,50428.0,76.0,0.0,,,,,left_only,False
bosch,6189516 009191,CRM,2023,5,0.0,101947.0,189.0,9095513.0,,,,,left_only,False
bosch,6189516 009283,CRM,2023,5,0.0,101447.0,123.0,9600547.0,,,,,left_only,False
bosch,6189516 009393,CRM,2023,5,0.0,105351.0,330.0,7778111.0,,,,,left_only,False
bosch,6189516 009409,CRM,2023,5,0.0,105320.0,145.0,7366382.0,,,,,left_only,False
bosch,6189516 009509,CRM,2023,5,0.0,105433.0,158.0,4373348.0,,,,,left_only,False
bosch,6189516 009527,CRM,2023,5,0.0,105343.0,235.0,20981274.0,,,,,left_only,False
bosch,6189516 009530,CRM,2023,5,0.0,105151.0,149.0,6054091.0,,,,,left_only,False
bosch,6189516 009620,CRM,2023,5,0.0,979585.0,90037.0,135547807.0,,,,,left_only,False
bosch,6189516 010180,CRM,2023,7,0.0,101299.0,173.0,17591349.0,,,,,left_only,False
bosch,6189516 010288,CRM,2023,7,0.0,102011.0,205.0,13852447.0,,,,,left_only,False
bosch,6189516 010353,CRM,2023,7,0.0,13463.0,0.0,9137515.0,,,,,left_only,False
bosch,6189516 010753,CRM,2023,8,0.0,101897.0,455.0,12365093.0,,,,,left_only,False
bosch,6189516 010996,CRM,2023,9,0.0,102020.0,119.0,9420591.0,,,,,left_only,False
bosch,6189516 011117,CRM,2023,9,0.0,20592.0,78.0,21969020.0,,,,,left_only,False
bosch,6189516 011118,CRM,2023,9,0.0,81015.0,327.0,16731835.0,,,,,left_only,False
bosch,6189516 011141,CRM,2023,10,0.0,105272.0,219.0,6826046.0,,,,,left_only,False
bosch,6189516 011158,CRM,2023,10,0.0,105437.0,320.0,4918958.0,,,,,left_only,False
bosch,6189516 011293,CRM,2023,9,0.0,101068.0,137.0,4820596.0,,,,,left_only,False
bosch,6189516 011312,CRM,2023,10,0.0,36861.0,3920.0,7717098.0,,,,,left_only,False
bosch,6189516 011331,CRM,2023,10,0.0,12712.0,0.0,3782533.0,,,,,left_only,False
bosch,6189516 011534,CRM,2023,10,0.0,98386.0,390.0,24930658.0,,,,,left_only,False
bosch,6189516 011750,CRM,2023,11,0.0,101297.0,464.0,20554806.0,,,,,left_only,False
bosch,6189516 011853,CRM,2023,11,0.0,101294.0,516.0,26298078.0,,,,,left_only,False
bosch,6189516 012023,CRM,2023,11,0.0,53844.0,5700.0,14086722.0,,,,,left_only,False
bosch,9jywcgj5l,CRM,2025,6,0.0,106197.0,337.0,12195198.0,,,,,left_only,False
bosch,a05qciajx,CRM,2024,1,0.0,99225.0,622.0,16964986.0,,,,,left_only,False
bosch,abril herramientas mil,CRM,2026,4,0.0,208000.0,0.0,58908472.0,HERRAMIENTAS Y MAQUINARIAS,0.0,27586.0,-27586.0,both,True
bosch,always on,Google,2025,3,118139.0,0.0,2027.0,0.0,,,,,left_only,False
bosch,amvu42pfo,CRM,2025,3,0.0,5045.0,0.0,1346867.0,,,,,left_only,False
bosch,aon junkers,Sponsored Products,2026,4,71787.0,0.0,768.0,6901331.0,,,,,left_only,False
bosch,aon marzo junkers 2026,Sponsored Products,2026,3,74801.0,0.0,1353.0,15764950.0,,,,,left_only,False
bosch,aon pro q1,Sponsored Products,2026,2,14627.0,0.0,343.0,1254730.0,HERRAMIENTAS Y MAQUINARIAS,150000.0,123600.0,26400.0,both,True
bosch,avurdscbn,CRM,2024,11,0.0,101343.0,1072.0,15482703.0,,,,,left_only,False
bosch,b6lm8ssev,CRM,2025,1,0.0,101325.0,1074.0,19695589.0,,,,,left_only,False
bosch,black week,Retail Display,2025,3,12280.0,0.0,21.0,0.0,,,,,left_only,False
bosch,black week,Retail Display,2025,4,108678.0,0.0,328.0,0.0,,,,,left_only,False
bosch,bosch days,Retail Display,2024,7,735691.0,0.0,4926.0,0.0,,,,,left_only,False
bosch,cicxhoowd,CRM,2025,6,0.0,29960.0,314.0,10642542.0,,,,,left_only,False
bosch,co brand,Google,2024,9,39438.0,0.0,850.0,0.0,,,,,left_only,False
bosch,co brand,Google,2024,10,75929.0,0.0,2288.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,3,709839.0,0.0,22853.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,4,2088660.0,0.0,68680.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,5,1508048.0,0.0,44660.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,6,706977.0,0.0,18139.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,7,1354545.0,0.0,27822.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,8,698078.0,0.0,11285.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,9,315466.0,0.0,9960.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,10,1095708.0,0.0,50868.0,0.0,,,,,left_only,False
bosch,co brand,Meta,2024,11,370443.0,0.0,14834.0,0.0,,,,,left_only,False
bosch,concurso abre gana,Retail Display,2024,10,3892.0,0.0,6.0,0.0,,,,,left_only,False
bosch,concurso cupon,Retail Display,2024,12,165659.0,0.0,860.0,0.0,,,,,left_only,False
bosch,cudsrvik,CRM,2024,7,0.0,101237.0,910.0,17804846.0,,,,,left_only,False
bosch,cupon,Retail Display,2025,2,151460.0,0.0,725.0,0.0,,,,,left_only,False
bosch,cupon,Retail Display,2025,3,2336.0,0.0,9.0,0.0,,,,,left_only,False
bosch,cxzpj slc,CRM,2025,2,0.0,101402.0,814.0,14858430.0,,,,,left_only,False
bosch,cyber day,Meta,2024,6,429269.0,0.0,1670.0,0.0,,,,,left_only,False
bosch,cyber day,Retail Display,2024,6,502200.0,0.0,4087.0,0.0,,,,,left_only,False
bosch,cyber day,Retail Display,2025,6,234229.0,0.0,1265.0,0.0,,,,,left_only,False
bosch,cyber monday,Retail Display,2024,9,304038.0,0.0,2175.0,0.0,,,,,left_only,False
bosch,cyber monday,Retail Display,2024,10,493140.0,0.0,2157.0,0.0,,,,,left_only,False
bosch,czv7hypm2,CRM,2025,10,0.0,106378.0,292.0,10107368.0,,,,,left_only,False
bosch,d roctf7f,CRM,2024,10,0.0,101949.0,585.0,13251939.0,,,,,left_only,False
bosch,d6shz21ky,CRM,2025,3,0.0,27366.0,202.0,18077477.0,,,,,left_only,False
bosch,dgshi1gzq,CRM,2024,11,0.0,95047.0,391.0,11535286.0,,,,,left_only,False
bosch,dmjbpc3vx,CRM,2024,7,0.0,52600.0,522.0,18734714.0,,,,,left_only,False
bosch,e7f3je07b,CRM,2024,1,0.0,101179.0,618.0,14448869.0,,,,,left_only,False
bosch,ebeb4xmjc,CRM,2024,4,0.0,89782.0,715.0,19566051.0,,,,,left_only,False
bosch,emnncsesd,CRM,2024,3,0.0,101200.0,550.0,40786935.0,,,,,left_only,False
bosch,er1mhdwvr,CRM,2024,7,0.0,62096.0,236.0,24280558.0,,,,,left_only,False
bosch,fq8le4ncl,CRM,2024,4,0.0,100968.0,422.0,12142128.0,,,,,left_only,False
bosch,fwogda9mn,CRM,2025,10,0.0,106115.0,216.0,6834082.0,,,,,left_only,False
bosch,g0fpcfp4b,CRM,2024,4,0.0,54004.0,3139.0,13858982.0,,,,,left_only,False
bosch,gf81nugx7,CRM,2025,4,0.0,101268.0,755.0,19589379.0,,,,,left_only,False
bosch,herramientas,Retail Display,2024,9,213749.0,0.0,916.0,0.0,,,,,left_only,False
bosch,hidrolavadoras,Meta,2024,10,2946680.0,0.0,30674.0,0.0,,,,,left_only,False
bosch,hidrolavadoras,Retail Display,2024,7,133711.0,0.0,343.0,0.0,,,,,left_only,False
bosch,hidrolavadoras,Retail Display,2024,8,85914.0,0.0,172.0,0.0,,,,,left_only,False
bosch,hidrolavadoras,Retail Display,2024,10,117723.0,0.0,226.0,0.0,,,,,left_only,False
bosch,hz5fbbnh5,CRM,2024,11,0.0,47213.0,1956.0,14175160.0,,,,,left_only,False
bosch,ib1gnzpua,CRM,2024,10,0.0,101390.0,529.0,13569411.0,,,,,left_only,False
bosch,igbqkxnuz,CRM,2024,6,0.0,106161.0,220.0,2879184.0,,,,,left_only,False
bosch,j zjsa9l0,CRM,2025,3,0.0,26942.0,215.0,11207390.0,,,,,left_only,False
bosch,jlubalayd,CRM,2024,7,0.0,99038.0,1049.0,25926142.0,,,,,left_only,False
bosch,knygbvn4u,CRM,2025,6,0.0,106095.0,195.0,11894061.0,,,,,left_only,False
bosch,kpousfg4a,CRM,2025,3,0.0,26883.0,412.0,7895705.0,,,,,left_only,False
bosch,kv rvsvdw,CRM,2024,10,0.0,85616.0,1225.0,29468614.0,,,,,left_only,False
bosch,kw3f5dmiw,CRM,2025,3,0.0,27129.0,433.0,12283253.0,,,,,left_only,False
bosch,lgysartrs,CRM,2024,4,0.0,97286.0,842.0,20190520.0,,,,,left_only,False
bosch,maletines,Retail Display,2025,1,182733.0,0.0,854.0,0.0,,,,,left_only,False
bosch,maletines,Retail Display,2025,2,16210.0,0.0,119.0,0.0,,,,,left_only,False
bosch,mas verde,Retail Display,2024,8,147530.0,0.0,397.0,0.0,,,,,left_only,False
bosch,mas verde,Retail Display,2025,8,127533.0,0.0,363.0,0.0,,,,,left_only,False
bosch,mes del maestro,CRM,2026,3,0.0,240496.0,1160.0,299790112.0,HERRAMIENTAS Y MAQUINARIAS,0.0,53333.0,-53333.0,both,True
bosch,mewsnwfhj,CRM,2025,8,0.0,27065.0,275.0,13978529.0,,,,,left_only,False
bosch,nivelacion,Retail Display,2025,5,81250.0,0.0,131.0,0.0,,,,,left_only,False
bosch,nivelacion,Retail Display,2025,6,55512.0,0.0,106.0,0.0,,,,,left_only,False
bosch,nnn5fiq8a,CRM,2024,6,0.0,4933.0,0.0,5163326.0,,,,,left_only,False
bosch,ocnykz5zy,CRM,2024,12,0.0,101232.0,401.0,7973490.0,,,,,left_only,False
bosch,pktpv1csk,CRM,2024,11,0.0,101175.0,505.0,30558967.0,,,,,left_only,False
bosch,qxknnyb7q,CRM,2024,6,0.0,36054.0,2432.0,13461538.0,,,,,left_only,False
bosch,rvseu3kxx,CRM,2024,10,0.0,102195.0,513.0,23625395.0,,,,,left_only,False
bosch,srlav6wa6,CRM,2024,10,0.0,100605.0,562.0,15962451.0,,,,,left_only,False
bosch,tactico bonificado,CRM,2026,4,0.0,15675.0,0.0,13249141.0,HERRAMIENTAS Y MAQUINARIAS,0.0,27586.0,-27586.0,both,True
bosch,vm0xyghoy,CRM,2024,7,0.0,40235.0,2214.0,16980477.0,,,,,left_only,False
bosch,w45h3hewd,CRM,2024,6,0.0,106345.0,1203.0,28293436.0,,,,,left_only,False
bosch,wpfli2dgn,CRM,2024,8,0.0,102349.0,825.0,28658644.0,,,,,left_only,False
bosch,x,CRM,2024,9,0.0,110965.0,667.0,36325930.0,,,,,left_only,False
bosch,x,CRM,2024,10,0.0,242017.0,1835.0,20139407.0,,,,,left_only,False
bosch,xa jpvlmh,CRM,2025,1,0.0,428.0,7.0,9518551.0,,,,,left_only,False
bosch,zmrqzir5d,CRM,2024,11,0.0,101130.0,435.0,26216003.0,,,,,left_only,False
bosch dremel,,Retail Display,2025,11,89916.0,0.0,72.0,0.0,,,,,left_only,False
bosch dremel,,Retail Display,2025,12,30869.0,0.0,26.0,0.0,,,,,left_only,False
bosch dremel,tc,Retail Display,2025,9,170086.0,0.0,304.0,0.0,,,,,left_only,False
bosch junkers,cyber day,Retail Display,2025,6,151546.0,0.0,337.0,0.0,,,,,left_only,False
bosch junkers,ppi,Retail Display,2025,6,174632.0,0.0,277.0,0.0,,,,,left_only,False
bosch junkers,ppi,Retail Display,2025,7,85528.0,0.0,110.0,0.0,,,,,left_only,False
briggs,6189516 009134,CRM,2023,4,0.0,38317.0,53.0,116970.0,,,,,left_only,False
briggs,6189516 009141,CRM,2023,4,0.0,70323.0,100.0,14990.0,,,,,left_only,False
briggs stratton,6189516 009134,CRM,2023,4,0.0,38317.0,53.0,0.0,,,,,left_only,False
briggs stratton,6189516 009141,CRM,2023,4,0.0,70323.0,99.0,0.0,,,,,left_only,False
brother,,Retail Display,2026,3,115389.0,0.0,163.0,0.0,,,,,left_only,False
